"","fndRow","",""
"SA18-GS-6",102,0,0
"SA18-GS-7",103,0,0
"SA18-GS-8",104,0,0
"SA18-GS-9",105,0,0
"SA18-GS-10",106,0,0
"SA18-GS-11",107,0,0
"SA18-GS-12",108,0,0
"SL18-MD-1",109,0,0
"SL18-MD-2",110,0,0
"SL18-MD-3",111,0,0
"SL18-MD-4",112,0,0
"SL18-MD-5",113,0,0
"SL18-BL-5",114,0,0
"SL18-BL-6",115,0,0
"SL18-BL-7",116,0,0
"SL18-BL-8",117,0,0
"SL18-BL-9",118,0,0
"SL18-BL-10",119,0,0
"SL18-BL-11",120,0,0
"SL18-BL-12",121,0,0
"SL18-BL-13",122,0,0
"SL18-BL-14",123,0,0
"SL18-BL-15",124,0,0
"SL18-BL-16",125,0,0
"SA18-CB-10",126,0,0
"SL18-OI-2",127,0,0
"SL18-OI-7",128,0,0
"SL18-OI-9",129,0,0
"SL18-SF-13",130,0,0
"SL18-SF-17",131,0,0
"SL18-SF-18",132,0,0
"SA18-CB-4",133,0,0
"SL18-LD-2",134,0,0
"SA18-CB-5",135,0,0
"SA18-CB-7",136,0,0
"SL18-LL-9",137,0,0
"SA18-CB-2",138,0,0
"SL18-NC-11",139,0,0
"SL18-OD-5",140,0,0
"SA18-CB-9",141,0,0
"SL18-OD-10",142,0,0
"SL18-NC-15",143,0,0
"SL18-SF-19",144,0,0
"SL18-OI-14",145,0,0
"SL18-SF-15",146,0,0
"SA18-CB-3",147,0,0
"SA18-CB-1",148,0,0
"SL18-OD-6",149,0,0
"SL18-OD-3",150,0,0
"SA18-CB-10-FG1",151,126,NA
"SL18-LD-10-FG1",152,14,NA
"SL18-NL-6-FG1",153,73,NA
"SL18-NL-6-FG3",154,73,NA
"SL18-LD-10-FG2",155,14,NA
"SL18-NL-7-FG3",156,72,NA
"SL18-NL-9-FG2",157,74,NA
"SL18-NL-9-FG3",158,74,NA
"SL18-OI-11-FG1",159,4,NA
"SL18-OI-15-FG1",160,5,NA
"SL18-OI-16-FG1",161,6,NA
"SL18-LD-10-FG3",162,14,NA
"SL18-OI-16-FG2",163,6,NA
"SL18-OI-16-FG3",164,6,NA
"SL18-LD-13-FG2",165,16,NA
"SL18-OI-17-FG1",166,7,NA
"SL18-OI-17-FG2",167,7,NA
"SL18-OI-18-FG1",168,8,NA
"SL18-OI-18-FG2",169,8,NA
"SL18-LD-1-FG1",170,9,NA
"SL18-OI-18-FG3",171,8,NA
"SL18-OI-18-FG5",172,8,NA
"SL18-OI-18-FG6",173,8,NA
"SL18-OI-2-FG2",174,127,NA
"SL18-OI-2-FG3",175,127,NA
"SL18-OI-4-FG3",176,1,NA
"SL18-OI-6-FG1",177,3,NA
"SL18-OI-7-FG3",178,128,NA
"SL18-OI-9-FG1",179,129,NA
"SL18-SF-13-FG1",180,130,NA
"SL18-LD-1-FG2",181,9,NA
"SL18-SF-17-FG1",182,131,NA
"SL18-SF-17-FG3",183,131,NA
"SA18-CB-10-FG2",184,126,NA
"SL18-SF-18-FG2",185,132,NA
"SL18-LD-1-FG3",186,9,NA
"SA18-CB-4-FG3",187,133,NA
"SL18-LD-2-FG2",188,134,NA
"SL18-LD-3-FG1",189,10,NA
"SL18-LD-3-FG2",190,10,NA
"SA18-CB-5-FG1",191,135,NA
"SL18-LD-3-FG3",192,10,NA
"SL18-LD-4-FG1",193,11,NA
"SL18-LD-4-FG2",194,11,NA
"SL18-LD-4-FG3",195,11,NA
"SL18-LD-5-FG1",196,12,NA
"SA18-CB-7-FG1",197,136,NA
"SL18-LD-5-FG2",198,12,NA
"SL18-LD-9-FG2",199,13,NA
"SL18-LD-9-FG3",200,13,NA
"SL18-LL-9-FG1",201,137,NA
"SL18-LL-9-FG3",202,137,NA
"SL18-NL-10-FG1",203,75,NA
"SL18-NL-10-FG2",204,75,NA
"SL18-NL-10-FG3",205,75,NA
"SL18-NL-2-FG1",206,66,NA
"SL18-NL-2-FG3",207,66,NA
"SL18-NL-3-FG1",208,68,NA
"SL18-NL-3-FG2",209,68,NA
"SL18-NL-3-FG3",210,68,NA
"SL18-OI-15-FG3",211,5,NA
"SL18-OI-11-FG3",212,4,NA
"SL18-JS-9-FG2",213,61,NA
"SL18-JS-16-FG3",214,78,NA
"SL18-NC-12-FG3",215,65,NA
"SL18-CC-7-FG2",216,46,NA
"SL18-OI-5-FG5",217,2,NA
"SL18-LL-9-FG2",218,137,NA
"SA18-CB-2-FG3",219,138,NA
"SL18-NC-5-FG2",220,56,NA
"SL18-CC-11-FG3",221,50,NA
"SL18-CC-1-FG2",222,40,NA
"SL18-NC-11-FG1",223,139,NA
"SL18-CC-5-FG2",224,44,NA
"SL18-NL-6-FG2",225,73,NA
"SL18-CC-5-FG3",226,44,NA
"SL18-JS-5-FG2",227,60,NA
"SL18-NL-2-FG2",228,66,NA
"SL18-CC-8-FG1",229,47,NA
"SL18-JS-16-FG1",230,78,NA
"SL18-CC-3-FG3",231,42,NA
"SL18-NC-12-FG2",232,65,NA
"SL18-OD-5-FG1",233,140,NA
"SL18-CC-1-FG3",234,40,NA
"SL18-LD-2-FG4",235,134,NA
"SA18-CB-9-FG1",236,141,NA
"SL18-OD-10-FG1",237,142,NA
"SL18-CC-5-FG1",238,44,NA
"SL18-CC-12-FG3",239,51,NA
"SL18-SF-17-FG2",240,131,NA
"SL18-JS-5-FG1",241,60,NA
"SL18-OD-5-FG3",242,140,NA
"SL18-NL-9-FG5",243,74,NA
"SL18-LL-9-FG6",244,137,NA
"SL18-OI-15-FG2",245,5,NA
"SL18-NC-15-FG3",246,143,NA
"SL18-JS-19-FG2",247,76,NA
"SA18-CB-5-FG4",248,135,NA
"SL18-CC-3-FG1",249,42,NA
"SL18-NC-10-FG1",250,63,NA
"SL18-NC-10-FG3",251,63,NA
"SL18-OI-17-FG4",252,7,NA
"SL18-CC-3-FG2",253,42,NA
"SL18-CC-1-FG1",254,40,NA
"SL18-NC-9-FG3",255,64,NA
"SL18-OI-4-FG2",256,1,NA
"SL18-CC-8-FG2",257,47,NA
"SL18-CC-6-FG3",258,45,NA
"SL18-OI-6-FG2",259,3,NA
"SL18-NC-8-FG3",260,62,NA
"SL18-SF-19-FG5",261,144,NA
"SL18-CC-12-FG2",262,51,NA
"SL18-SF-19-FG4",263,144,NA
"SL18-CC-7-FG3",264,46,NA
"SL18-NL-5-FG1",265,70,NA
"SL18-NC-2-FG2",266,54,NA
"SL18-OI-6-FG3",267,3,NA
"SL18-NL-7-FG4",268,72,NA
"SL18-CC-9-FG3",269,48,NA
"SL18-LL-9-FG5",270,137,NA
"SL18-NC-9-FG2",271,64,NA
"SL18-CC-2-FG4",272,41,NA
"SL18-NC-5-FG1",273,56,NA
"SL18-LD-9-FG4",274,13,NA
"SL18-OI-9-FG4",275,129,NA
"SL18-NC-2-FG3",276,54,NA
"SL18-NC-1-FG3",277,55,NA
"SL18-JS-9-FG3",278,61,NA
"SL18-CC-10-FG5",279,49,NA
"SL18-JS-6-FG3",280,59,NA
"SL18-OI-2-FG4",281,127,NA
"SL18-CC-6-FG2",282,45,NA
"SL18-JS-19-FG3",283,76,NA
"SL18-NC-1-FG1",284,55,NA
"SL18-CC-8-FG3",285,47,NA
"SA18-CB-4-FG6",286,133,NA
"SL18-NC-15-FG1",287,143,NA
"SA18-CB-5-FG6",288,135,NA
"SL18-LL-9-FG4",289,137,NA
"SL18-SF-13-FG2",290,130,NA
"SL18-NL-5-FG5",291,70,NA
"SL18-CC-6-FG1",292,45,NA
"SL18-NC-8-FG1",293,62,NA
"SL18-CC-10-FG4",294,49,NA
"SL18-NC-5-FG3",295,56,NA
"SL18-SF-19-MG2",296,144,NA
"SL18-OI-4-MG1",297,1,NA
"SL18-OI-11-MG2",298,4,NA
"SL18-OI-14-MG2",299,145,NA
"SL18-OI-15-MG1",300,5,NA
"SL18-OI-16-MG1",301,6,NA
"SL18-SF-17-MG1",302,131,NA
"SA18-CB-4-MG3",303,133,NA
"SA18-CB-7-MG2",304,136,NA
"SL18-OI-7-MG1",305,128,NA
"SL18-SF-13-MG1",306,130,NA
"SL18-LD-13-MG3",307,16,NA
"SL18-LD-1-MG2",308,9,NA
"SL18-NL-3-MG2",309,68,NA
"SA18-CB-7-MG1",310,136,NA
"SL18-SF-19-MG1",311,144,NA
"SL18-LL-9-MG3",312,137,NA
"SL18-SF-17-MG2",313,131,NA
"SL18-SF-15-MG2",314,146,NA
"SA18-CB-2-MG3",315,138,NA
"SL18-LD-10-MG1",316,14,NA
"SL18-NL-5-MG1",317,70,NA
"SL18-SF-15-MG1",318,146,NA
"SA18-CB-4-MG1",319,133,NA
"SL18-NL-2-MG1",320,66,NA
"SA18-CB-3-MG3",321,147,NA
"SA18-CB-5-MG3",322,135,NA
"SL18-LD-10-MG3",323,14,NA
"SL18-LD-13-MG2",324,16,NA
"SL18-LD-3-MG2",325,10,NA
"SL18-NL-6-MG1",326,73,NA
"SL18-SF-13-MG2",327,130,NA
"SL18-OI-9-MG3",328,129,NA
"SL18-LD-9-MG1",329,13,NA
"SA18-CB-2-MG2",330,138,NA
"SL18-NL-2-MG2",331,66,NA
"SL18-LD-2-MG3",332,134,NA
"SL18-LL-9-MG1",333,137,NA
"SL18-LD-2-MG1",334,134,NA
"SL18-NL-7-MG1",335,72,NA
"SA18-CB-1-MG2",336,148,NA
"SL18-NL-9-MG1",337,74,NA
"SA18-CB-2-MG1",338,138,NA
"SL18-LD-5-MG1",339,12,NA
"SL18-OI-18-MG1",340,8,NA
"SL18-LL-9-MG2",341,137,NA
"SA18-CB-10-MG1",342,126,NA
"SL18-NL-10-MG2",343,75,NA
"SL18-NL-2-MG3",344,66,NA
"SL18-SF-13-MG3",345,130,NA
"SL18-OI-6-MG2",346,3,NA
"SL18-NL-9-MG2",347,74,NA
"SL18-OI-15-MG2",348,5,NA
"SL18-SF-17-MG3",349,131,NA
"SL18-CC-1-MG3",350,40,NA
"SL18-NC-10-MG3",351,63,NA
"SL18-OI-15-MG3",352,5,NA
"SL18-JS-9-MG3",353,61,NA
"SA18-CB-7-MG3",354,136,NA
"SL18-CC-6-MG11",355,45,NA
"SL18-LD-1-MG3",356,9,NA
"SA18-CB-10-MG3",357,126,NA
"SL18-NC-12-MG1",358,65,NA
"SL18-CC-8-MG2",359,47,NA
"SA18-CB-1-MG12",360,148,NA
"SL18-NC-10-MG1",361,63,NA
"SL18-OI-14-MG1",362,145,NA
"SL18-CC-3-MG1",363,42,NA
"SA18-CB-3-MG1",364,147,NA
"SL18-JS-5-MG2",365,60,NA
"SL18-CC-4-MG11",366,43,NA
"SL18-CC-7-MG2",367,46,NA
"SL18-JS-5-MG1",368,60,NA
"SL18-JS-16-MG1",369,78,NA
"SL18-OI-9-MG2",370,129,NA
"SL18-JS-5-MG3",371,60,NA
"SL18-JS-9-MG1",372,61,NA
"SL18-NC-1-MG1",373,55,NA
"SL18-LD-2-MG4",374,134,NA
"SL18-NC-15-MG2",375,143,NA
"SL18-NC-9-MG1",376,64,NA
"SL18-CC-6-MG2",377,45,NA
"SL18-JS-6-MG3",378,59,NA
"SL18-LD-2-MG2",379,134,NA
"SL18-NC-5-MG1",380,56,NA
"SL18-JS-6-MG2",381,59,NA
"SL18-OI-16-MG3",382,6,NA
"SL18-OI-2-MG2",383,127,NA
"SL18-JS-19-MG2",384,76,NA
"SL18-OD-6-MG2",385,149,NA
"SL18-NC-15-MG1",386,143,NA
"SL18-OI-5-MG3",387,2,NA
"SL18-JS-16-MG2",388,78,NA
"SL18-NC-15-MG4",389,143,NA
"SL18-OI-17-MG3",390,7,NA
"SA18-CB-4-MG2",391,133,NA
"SL18-OD-6-MG1",392,149,NA
"SL18-NC-2-MG3",393,54,NA
"SL18-NC-8-MG3",394,62,NA
"SA18-CB-1-MG13",395,148,NA
"SL18-NC-5-MG3",396,56,NA
"SL18-OI-9-MG1",397,129,NA
"SL18-OI-4-MG3",398,1,NA
"SL18-NL-5-MG2",399,70,NA
"SL18-NC-9-MG2",400,64,NA
"SL18-CC-11-MG5",401,50,NA
"SL18-OI-11-MG4",402,4,NA
"SL18-CC-1-MG11",403,40,NA
"SL18-JS-6-MG1",404,59,NA
"SL18-LL-9-MG4",405,137,NA
"SL18-NC-10-MG2",406,63,NA
"SL18-OI-5-MG2",407,2,NA
"SL18-NC-2-MG1",408,54,NA
"SL18-JS-11-MG3",409,86,NA
"SL18-NL-9-MG3",410,74,NA
"SL18-OI-11-MG3",411,4,NA
"SL18-OI-4-MG2",412,1,NA
"SL18-NC-11-MG3",413,139,NA
"SL18-LD-9-MG2",414,13,NA
"SL18-OI-18-MG3",415,8,NA
"SL18-JS-9-MG2",416,61,NA
"SL18-JS-19-MG1",417,76,NA
"SL18-NL-5-MG3",418,70,NA
"SL18-NC-15-MG3",419,143,NA
"SL18-CC-7-MG1",420,46,NA
"SL18-OD-3-MG1",421,150,NA
"SL18-OI-7-MG2",422,128,NA
"SL18-OD-6-MG3",423,149,NA
"SA18-CB-3-MG2",424,147,NA
"SL18-OI-7-MG3",425,128,NA
"SL18-NC-12-MG3",426,65,NA
"SL18-OD-5-MG2",427,140,NA
"SL18-CC-1-MG2",428,40,NA
"SL18-OD-5-MG1",429,140,NA
"SL18-JS-11-MG2",430,86,NA
"SL18-OI-11-MG1",431,4,NA
"SL18-OI-17-MG1",432,7,NA
"SL18-OI-16-MG2",433,6,NA
"SL18-CC-2-MG5",434,41,NA
"SL18-NC-8-MG2",435,62,NA
"SL18-NL-7-MG2",436,72,NA
"SL18-LD-1-MG1",437,9,NA
"SL18-NC-2-MG2",438,54,NA
"SL18-NC-11-MG2",439,139,NA
"SA18-CB-10-FG1xSL18-SF-19-MG2",440,151,296
"SL18-LD-10-FG1xSL18-OI-4-MG1",441,152,297
"SL18-NL-6-FG1xSL18-OI-11-MG2",442,153,298
"SL18-NL-6-FG1xSL18-OI-14-MG2",443,153,299
"SL18-NL-6-FG1xSL18-OI-15-MG1",444,153,300
"SL18-NL-6-FG1xSL18-OI-16-MG1",445,153,301
"SL18-NL-6-FG1xSL18-SF-17-MG1",446,153,302
"SL18-NL-6-FG1xSL18-SF-19-MG2",447,153,296
"SL18-NL-6-FG3xSA18-CB-4-MG3",448,154,303
"SL18-LD-10-FG2xSA18-CB-7-MG2",449,155,304
"SL18-NL-6-FG3xSL18-OI-7-MG1",450,154,305
"SL18-NL-6-FG3xSL18-SF-13-MG1",451,154,306
"SL18-NL-7-FG3xSL18-LD-13-MG3",452,156,307
"SL18-NL-7-FG3xSL18-LD-1-MG2",453,156,308
"SL18-LD-10-FG2xSL18-NL-3-MG2",454,155,309
"SL18-NL-9-FG2xSA18-CB-7-MG1",455,157,310
"SL18-NL-9-FG2xSL18-SF-19-MG1",456,157,311
"SL18-NL-9-FG3xSL18-LL-9-MG3",457,158,312
"SL18-NL-9-FG3xSL18-SF-17-MG2",458,158,313
"SL18-OI-11-FG1xSL18-SF-15-MG2",459,159,314
"SL18-OI-15-FG1xSA18-CB-2-MG3",460,160,315
"SL18-OI-15-FG1xSL18-LD-10-MG1",461,160,316
"SL18-OI-15-FG1xSL18-NL-5-MG1",462,160,317
"SL18-OI-15-FG1xSL18-SF-15-MG1",463,160,318
"SL18-OI-16-FG1xSA18-CB-4-MG1",464,161,319
"SL18-LD-10-FG3xSL18-SF-19-MG1",465,162,311
"SL18-OI-16-FG1xSL18-LL-9-MG3",466,161,312
"SL18-OI-16-FG1xSL18-NL-2-MG1",467,161,320
"SL18-OI-16-FG1xSL18-OI-7-MG1",468,161,305
"SL18-OI-16-FG2xSA18-CB-3-MG3",469,163,321
"SL18-OI-16-FG3xSA18-CB-4-MG3",470,164,303
"SL18-OI-16-FG3xSA18-CB-5-MG3",471,164,322
"SL18-OI-16-FG3xSL18-LD-10-MG3",472,164,323
"SL18-OI-16-FG3xSL18-LD-1-MG2",473,164,308
"SL18-LD-13-FG2xSL18-LD-13-MG2",474,165,324
"SL18-OI-16-FG3xSL18-LD-3-MG2",475,164,325
"SL18-OI-16-FG3xSL18-NL-6-MG1",476,164,326
"SL18-OI-16-FG3xSL18-SF-17-MG2",477,164,313
"SL18-OI-17-FG1xSL18-SF-13-MG2",478,166,327
"SL18-OI-17-FG2xSL18-SF-17-MG2",479,167,313
"SL18-OI-18-FG1xSL18-OI-9-MG3",480,168,328
"SL18-OI-18-FG2xSA18-CB-7-MG1",481,169,310
"SL18-OI-18-FG2xSL18-LD-10-MG1",482,169,316
"SL18-OI-18-FG2xSL18-LD-9-MG1",483,169,329
"SL18-LD-1-FG1xSA18-CB-2-MG2",484,170,330
"SL18-OI-18-FG2xSL18-NL-2-MG2",485,169,331
"SL18-OI-18-FG2xSL18-LD-2-MG3",486,169,332
"SL18-OI-18-FG3xSL18-LL-9-MG1",487,171,333
"SL18-OI-18-FG3xSL18-OI-7-MG1",488,171,305
"SL18-OI-18-FG5xSA18-CB-4-MG3",489,172,303
"SL18-OI-18-FG5xSL18-LD-2-MG1",490,172,334
"SL18-OI-18-FG5xSL18-NL-7-MG1",491,172,335
"SL18-OI-18-FG5xSL18-SF-15-MG2",492,172,314
"SL18-OI-18-FG6xSA18-CB-1-MG2",493,173,336
"SL18-OI-18-FG6xSL18-NL-6-MG1",494,173,326
"SL18-LD-1-FG1xSL18-LD-10-MG3",495,170,323
"SL18-OI-18-FG6xSL18-SF-17-MG1",496,173,302
"SL18-OI-2-FG2xSA18-CB-7-MG2",497,174,304
"SL18-OI-2-FG2xSL18-LD-1-MG2",498,174,308
"SL18-OI-2-FG2xSL18-LD-2-MG1",499,174,334
"SL18-OI-2-FG2xSL18-LL-9-MG3",500,174,312
"SL18-OI-2-FG2xSL18-SF-17-MG2",501,174,313
"SL18-OI-2-FG3xSA18-CB-4-MG1",502,175,319
"SL18-OI-2-FG3xSL18-LD-10-MG1",503,175,316
"SL18-OI-2-FG3xSL18-NL-2-MG2",504,175,331
"SL18-LD-1-FG1xSL18-NL-2-MG2",505,170,331
"SL18-OI-2-FG3xSL18-NL-9-MG1",506,175,337
"SL18-OI-2-FG3xSL18-SF-15-MG1",507,175,318
"SL18-OI-2-FG3xSL18-SF-17-MG1",508,175,302
"SL18-OI-4-FG3xSL18-SF-17-MG1",509,176,302
"SL18-OI-6-FG1xSA18-CB-2-MG1",510,177,338
"SL18-OI-6-FG1xSA18-CB-4-MG1",511,177,319
"SL18-OI-6-FG1xSL18-LD-13-MG2",512,177,324
"SL18-OI-6-FG1xSL18-LD-2-MG1",513,177,334
"SL18-OI-6-FG1xSL18-LD-5-MG1",514,177,339
"SL18-LD-1-FG1xSL18-OI-18-MG1",515,170,340
"SL18-OI-6-FG1xSL18-NL-9-MG1",516,177,337
"SL18-OI-6-FG1xSL18-SF-15-MG1",517,177,318
"SL18-OI-6-FG1xSL18-SF-19-MG1",518,177,311
"SL18-OI-7-FG3xSA18-CB-2-MG3",519,178,315
"SL18-OI-7-FG3xSL18-LD-9-MG1",520,178,329
"SL18-OI-9-FG1xSL18-LL-9-MG2",521,179,341
"SL18-OI-9-FG1xSL18-OI-9-MG3",522,179,328
"SL18-SF-13-FG1xSL18-LD-3-MG2",523,180,325
"SL18-SF-13-FG1xSL18-LL-9-MG3",524,180,312
"SL18-LD-1-FG2xSA18-CB-4-MG3",525,181,303
"SL18-SF-17-FG1xSL18-LL-9-MG1",526,182,333
"SL18-SF-17-FG1xSL18-SF-17-MG2",527,182,313
"SL18-SF-17-FG3xSA18-CB-10-MG1",528,183,342
"SL18-SF-17-FG3xSA18-CB-3-MG3",529,183,321
"SL18-SF-17-FG3xSL18-LD-2-MG1",530,183,334
"SL18-SF-17-FG3xSL18-NL-10-MG2",531,183,343
"SL18-SF-17-FG3xSL18-NL-2-MG3",532,183,344
"SL18-SF-17-FG3xSL18-NL-9-MG1",533,183,337
"SL18-SF-17-FG3xSL18-OI-7-MG1",534,183,305
"SL18-SF-17-FG3xSL18-OI-9-MG3",535,183,328
"SA18-CB-10-FG2xSL18-LL-9-MG1",536,184,333
"SL18-LD-1-FG2xSL18-SF-13-MG3",537,181,345
"SL18-SF-18-FG2xSL18-SF-13-MG1",538,185,306
"SL18-LD-1-FG2xSL18-SF-15-MG1",539,181,318
"SL18-LD-1-FG3xSA18-CB-3-MG3",540,186,321
"SL18-LD-1-FG3xSL18-NL-5-MG1",541,186,317
"SL18-LD-1-FG3xSL18-OI-11-MG2",542,186,298
"SL18-LD-1-FG3xSL18-OI-15-MG1",543,186,300
"SL18-LD-1-FG3xSL18-OI-16-MG1",544,186,301
"SL18-LD-1-FG3xSL18-OI-6-MG2",545,186,346
"SL18-LD-1-FG3xSL18-OI-7-MG1",546,186,305
"SL18-LD-1-FG3xSL18-OI-9-MG3",547,186,328
"SA18-CB-4-FG3xSA18-CB-4-MG3",548,187,303
"SL18-LD-1-FG3xSL18-NL-9-MG2",549,186,347
"SL18-LD-1-FG3xSL18-OI-15-MG2",550,186,348
"SL18-LD-2-FG2xSA18-CB-3-MG3",551,188,321
"SL18-LD-2-FG2xSL18-LL-9-MG2",552,188,341
"SL18-LD-2-FG2xSL18-NL-9-MG1",553,188,337
"SL18-LD-2-FG2xSL18-SF-19-MG1",554,188,311
"SL18-LD-3-FG1xSA18-CB-10-MG1",555,189,342
"SL18-LD-3-FG1xSL18-NL-9-MG1",556,189,337
"SL18-LD-3-FG1xSL18-SF-19-MG2",557,189,296
"SL18-LD-3-FG2xSA18-CB-2-MG3",558,190,315
"SA18-CB-5-FG1xSA18-CB-10-MG1",559,191,342
"SL18-LD-3-FG2xSL18-LL-9-MG2",560,190,341
"SL18-LD-3-FG2xSL18-SF-17-MG3",561,190,349
"SL18-LD-3-FG3xSL18-SF-13-MG2",562,192,327
"SL18-LD-4-FG1xSA18-CB-2-MG1",563,193,338
"SL18-LD-4-FG1xSL18-NL-3-MG2",564,193,309
"SL18-LD-4-FG2xSL18-LL-9-MG1",565,194,333
"SL18-LD-4-FG2xSL18-SF-15-MG2",566,194,314
"SL18-LD-4-FG3xSL18-SF-17-MG1",567,195,302
"SL18-LD-5-FG1xSA18-CB-10-MG1",568,196,342
"SL18-LD-5-FG1xSL18-SF-15-MG1",569,196,318
"SA18-CB-7-FG1xSL18-LL-9-MG3",570,197,312
"SL18-LD-5-FG2xSL18-LD-3-MG2",571,198,325
"SL18-LD-9-FG2xSL18-SF-13-MG3",572,199,345
"SL18-LD-9-FG3xSA18-CB-2-MG1",573,200,338
"SL18-LD-9-FG3xSL18-NL-7-MG1",574,200,335
"SL18-LD-9-FG3xSL18-SF-17-MG1",575,200,302
"SL18-LL-9-FG1xSL18-LL-9-MG2",576,201,341
"SL18-LL-9-FG3xSL18-NL-9-MG1",577,202,337
"SL18-NL-10-FG1xSA18-CB-4-MG3",578,203,303
"SL18-NL-10-FG1xSL18-LD-2-MG1",579,203,334
"SL18-NL-10-FG1xSL18-LD-9-MG1",580,203,329
"SL18-LD-10-FG1xSA18-CB-1-MG2",581,152,336
"SL18-NL-10-FG1xSL18-OI-15-MG1",582,203,300
"SL18-NL-10-FG1xSL18-OI-7-MG1",583,203,305
"SL18-NL-10-FG1xSL18-SF-13-MG1",584,203,306
"SL18-NL-10-FG2xSL18-OI-11-MG2",585,204,298
"SL18-NL-10-FG2xSL18-SF-17-MG2",586,204,313
"SL18-NL-10-FG3xSL18-NL-3-MG2",587,205,309
"SL18-NL-2-FG1xSA18-CB-1-MG2",588,206,336
"SL18-NL-2-FG1xSL18-LD-13-MG2",589,206,324
"SL18-NL-2-FG1xSL18-SF-17-MG1",590,206,302
"SL18-NL-2-FG3xSA18-CB-2-MG3",591,207,315
"SL18-NL-2-FG3xSA18-CB-4-MG1",592,207,319
"SL18-NL-2-FG3xSL18-LD-3-MG2",593,207,325
"SL18-LD-10-FG1xSL18-OI-15-MG1",594,152,300
"SL18-NL-2-FG3xSL18-OI-16-MG1",595,207,301
"SL18-NL-2-FG3xSL18-SF-15-MG1",596,207,318
"SL18-NL-3-FG1xSA18-CB-7-MG2",597,208,304
"SL18-NL-3-FG1xSL18-OI-11-MG2",598,208,298
"SL18-NL-3-FG1xSL18-SF-13-MG2",599,208,327
"SL18-NL-3-FG2xSL18-NL-3-MG2",600,209,309
"SL18-NL-3-FG2xSL18-SF-17-MG2",601,209,313
"SL18-NL-3-FG3xSA18-CB-2-MG2",602,210,330
"SL18-LD-10-FG1xSL18-OI-18-MG1",603,152,340
"SL18-NL-6-FG1xSA18-CB-3-MG3",604,153,321
"SL18-NL-6-FG1xSA18-CB-7-MG2",605,153,304
"SL18-NL-6-FG1xSL18-LD-1-MG2",606,153,308
