"","fndRow","",""
"SA18-GS-6",102,0,0
"SA18-GS-7",103,0,0
"SA18-GS-8",104,0,0
"SA18-GS-9",105,0,0
"SA18-GS-10",106,0,0
"SA18-GS-11",107,0,0
"SA18-GS-12",108,0,0
"SL18-MD-1",109,0,0
"SL18-MD-2",110,0,0
"SL18-MD-3",111,0,0
"SL18-MD-4",112,0,0
"SL18-MD-5",113,0,0
"SL18-BL-5",114,0,0
"SL18-BL-6",115,0,0
"SL18-BL-7",116,0,0
"SL18-BL-8",117,0,0
"SL18-BL-9",118,0,0
"SL18-BL-10",119,0,0
"SL18-BL-11",120,0,0
"SL18-BL-12",121,0,0
"SL18-BL-13",122,0,0
"SL18-BL-14",123,0,0
"SL18-BL-15",124,0,0
"SL18-BL-16",125,0,0
"SL18-NC-11",126,0,0
"SL18-OD-5",127,0,0
"SA18-CB-9",128,0,0
"SL18-SF-17",129,0,0
"SL18-SF-13",130,0,0
"SL18-LL-9",131,0,0
"SA18-CB-2",132,0,0
"SA18-CB-5",133,0,0
"SL18-LD-2",134,0,0
"SL18-OI-9",135,0,0
"SL18-NC-15",136,0,0
"SA18-CB-4",137,0,0
"SA18-CB-7",138,0,0
"SA18-CB-10",139,0,0
"SL18-OI-14",140,0,0
"SA18-CB-3",141,0,0
"SA18-CB-1",142,0,0
"SL18-OI-2",143,0,0
"SL18-OD-6",144,0,0
"SL18-SF-19",145,0,0
"SL18-OI-7",146,0,0
"SL18-OD-3",147,0,0
"SL18-OI-11-FG3",148,4,NA
"SL18-JS-16-FG3",149,78,NA
"SL18-OI-5-FG5",150,2,NA
"SL18-CC-1-FG2",151,40,NA
"SL18-NC-11-FG1",152,126,NA
"SL18-CC-5-FG2",153,44,NA
"SL18-LD-13-FG2",154,16,NA
"SL18-CC-5-FG3",155,44,NA
"SL18-CC-11-FG3",156,50,NA
"SL18-JS-16-FG1",157,78,NA
"SL18-NC-12-FG2",158,65,NA
"SL18-OD-5-FG1",159,127,NA
"SL18-CC-1-FG3",160,40,NA
"SA18-CB-9-FG1",161,128,NA
"SL18-CC-5-FG1",162,44,NA
"SL18-OI-15-FG1",163,5,NA
"SL18-CC-12-FG3",164,51,NA
"SL18-SF-17-FG2",165,129,NA
"SL18-JS-5-FG1",166,60,NA
"SL18-OD-5-FG3",167,127,NA
"SL18-SF-13-FG1",168,130,NA
"SL18-LL-9-FG6",169,131,NA
"SL18-OI-15-FG2",170,5,NA
"SA18-CB-2-FG3",171,132,NA
"SL18-NL-2-FG3",172,66,NA
"SA18-CB-5-FG4",173,133,NA
"SL18-CC-3-FG1",174,42,NA
"SL18-NC-10-FG1",175,63,NA
"SL18-OI-17-FG4",176,7,NA
"SL18-CC-3-FG2",177,42,NA
"SL18-CC-1-FG1",178,40,NA
"SL18-OI-4-FG2",179,1,NA
"SL18-CC-8-FG2",180,47,NA
"SL18-OI-6-FG2",181,3,NA
"SL18-LD-2-FG2",182,134,NA
"SL18-CC-12-FG2",183,51,NA
"SL18-NC-10-FG3",184,63,NA
"SL18-NL-3-FG3",185,68,NA
"SL18-OI-6-FG3",186,3,NA
"SL18-CC-8-FG1",187,47,NA
"SL18-CC-9-FG3",188,48,NA
"SL18-NC-9-FG2",189,64,NA
"SL18-LD-9-FG4",190,13,NA
"SL18-OI-9-FG4",191,135,NA
"SL18-NC-5-FG2",192,56,NA
"SL18-CC-6-FG3",193,45,NA
"SL18-NL-7-FG4",194,72,NA
"SL18-NL-3-FG1",195,68,NA
"SL18-CC-3-FG3",196,42,NA
"SL18-CC-6-FG2",197,45,NA
"SL18-JS-19-FG3",198,76,NA
"SL18-NC-1-FG1",199,55,NA
"SL18-NC-15-FG3",200,136,NA
"SL18-LL-9-FG2",201,131,NA
"SA18-CB-4-FG6",202,137,NA
"SA18-CB-5-FG6",203,133,NA
"SL18-OI-17-FG1",204,7,NA
"SL18-JS-9-FG3",205,61,NA
"SL18-SF-13-FG2",206,130,NA
"SL18-JS-19-FG2",207,76,NA
"SL18-CC-6-FG1",208,45,NA
"SL18-NL-5-FG1",209,70,NA
"SL18-NC-8-FG1",210,62,NA
"SL18-JS-5-FG2",211,60,NA
"SL18-CC-10-FG4",212,49,NA
"SL18-NC-5-FG3",213,56,NA
"SL18-OI-16-FG2",214,6,NA
"SA18-CB-7-FG1",215,138,NA
"SL18-CC-1-MG3",216,40,NA
"SL18-NC-10-MG3",217,63,NA
"SA18-CB-7-MG3",218,138,NA
"SL18-OI-16-MG1",219,6,NA
"SL18-NL-2-MG1",220,66,NA
"SA18-CB-10-MG1",221,139,NA
"SL18-LD-13-MG2",222,16,NA
"SL18-OI-14-MG1",223,140,NA
"SL18-CC-3-MG1",224,42,NA
"SA18-CB-3-MG3",225,141,NA
"SL18-CC-4-MG11",226,43,NA
"SL18-JS-16-MG1",227,78,NA
"SA18-CB-4-MG3",228,137,NA
"SL18-CC-8-MG2",229,47,NA
"SL18-OI-9-MG2",230,135,NA
"SL18-JS-5-MG3",231,60,NA
"SL18-JS-9-MG1",232,61,NA
"SA18-CB-2-MG3",233,132,NA
"SL18-OI-15-MG2",234,5,NA
"SL18-NC-1-MG1",235,55,NA
"SL18-LD-2-MG4",236,134,NA
"SA18-CB-1-MG12",237,142,NA
"SL18-JS-5-MG2",238,60,NA
"SA18-CB-7-MG1",239,138,NA
"SA18-CB-10-MG3",240,139,NA
"SL18-NC-9-MG1",241,64,NA
"SA18-CB-4-MG1",242,137,NA
"SL18-JS-6-MG3",243,59,NA
"SL18-LD-2-MG2",244,134,NA
"SL18-NC-5-MG1",245,56,NA
"SL18-JS-6-MG2",246,59,NA
"SL18-OI-16-MG3",247,6,NA
"SL18-OI-2-MG2",248,143,NA
"SL18-JS-19-MG2",249,76,NA
"SL18-OD-6-MG2",250,144,NA
"SL18-NC-15-MG1",251,136,NA
"SA18-CB-4-MG2",252,137,NA
"SL18-OD-6-MG1",253,144,NA
"SL18-SF-19-MG1",254,145,NA
"SL18-OI-15-MG3",255,5,NA
"SL18-NC-2-MG3",256,54,NA
"SA18-CB-1-MG13",257,142,NA
"SL18-OI-4-MG3",258,1,NA
"SL18-NL-5-MG2",259,70,NA
"SL18-LD-9-MG1",260,13,NA
"SL18-NC-9-MG2",261,64,NA
"SL18-CC-11-MG5",262,50,NA
"SL18-OI-7-MG1",263,146,NA
"SL18-OI-11-MG4",264,4,NA
"SA18-CB-7-MG2",265,138,NA
"SL18-JS-9-MG3",266,61,NA
"SL18-NC-10-MG2",267,63,NA
"SL18-NC-2-MG1",268,54,NA
"SL18-JS-11-MG3",269,86,NA
"SL18-OI-6-MG2",270,3,NA
"SL18-OI-11-MG3",271,4,NA
"SL18-OI-18-MG3",272,8,NA
"SL18-JS-9-MG2",273,61,NA
"SL18-NC-15-MG3",274,136,NA
"SL18-JS-19-MG1",275,76,NA
"SL18-OD-3-MG1",276,147,NA
"SL18-NC-5-MG3",277,56,NA
"SL18-OI-14-MG2",278,140,NA
"SA18-CB-3-MG1",279,141,NA
"SL18-OD-6-MG3",280,144,NA
"SA18-CB-3-MG2",281,141,NA
"SL18-NC-12-MG3",282,65,NA
"SL18-CC-1-MG2",283,40,NA
"SL18-NC-12-MG1",284,65,NA
"SA18-CB-5-MG3",285,133,NA
"SL18-JS-11-MG2",286,86,NA
"SL18-CC-6-MG2",287,45,NA
"SL18-OI-17-MG1",288,7,NA
"SL18-CC-7-MG1",289,46,NA
"SL18-OI-4-MG1",290,1,NA
"SL18-JS-6-MG1",291,59,NA
"SL18-LD-13-MG3",292,16,NA
"SL18-CC-2-MG5",293,41,NA
"SL18-OI-7-MG3",294,146,NA
"SL18-OI-16-MG2",295,6,NA
"SL18-NC-8-MG2",296,62,NA
"SL18-LL-9-MG4",297,131,NA
"SL18-NL-7-MG2",298,72,NA
"SL18-OI-5-MG3",299,2,NA
"SL18-NC-2-MG2",300,54,NA
"SL18-OI-18-MG1",301,8,NA
"SL18-NC-11-MG2",302,126,NA
"SL18-LD-1-MG1",303,9,NA
"SL18-OI-11-FG3xSL18-CC-1-MG3",304,148,216
"SL18-JS-16-FG3xSL18-NC-10-MG3",305,149,217
"SL18-OI-5-FG5xSA18-CB-7-MG3",306,150,218
"SL18-CC-1-FG2xSL18-OI-16-MG1",307,151,219
"SL18-NC-11-FG1xSL18-NL-2-MG1",308,152,220
"SL18-CC-5-FG2xSA18-CB-10-MG1",309,153,221
"SL18-LD-13-FG2xSL18-LD-13-MG2",310,154,222
"SL18-CC-5-FG3xSL18-OI-14-MG1",311,155,223
"SL18-CC-11-FG3xSL18-CC-3-MG1",312,156,224
"SL18-CC-11-FG3xSA18-CB-3-MG3",313,156,225
"SL18-JS-16-FG1xSL18-CC-4-MG11",314,157,226
"SL18-CC-11-FG3xSL18-JS-16-MG1",315,156,227
"SL18-NC-12-FG2xSA18-CB-4-MG3",316,158,228
"SL18-OD-5-FG1xSL18-CC-8-MG2",317,159,229
"SL18-CC-1-FG3xSL18-OI-9-MG2",318,160,230
"SA18-CB-9-FG1xSL18-JS-5-MG3",319,161,231
"SL18-CC-5-FG1xSL18-JS-9-MG1",320,162,232
"SL18-OI-15-FG1xSA18-CB-2-MG3",321,163,233
"SL18-CC-12-FG3xSL18-OI-15-MG2",322,164,234
"SL18-SF-17-FG2xSL18-NC-1-MG1",323,165,235
"SL18-JS-5-FG1xSL18-LD-2-MG4",324,166,236
"SL18-OD-5-FG3xSA18-CB-1-MG12",325,167,237
"SL18-CC-5-FG3xSL18-JS-5-MG2",326,155,238
"SL18-SF-13-FG1xSA18-CB-7-MG1",327,168,239
"SL18-LL-9-FG6xSA18-CB-10-MG3",328,169,240
"SL18-OI-15-FG2xSA18-CB-2-MG3",329,170,233
"SA18-CB-2-FG3xSL18-NC-9-MG1",330,171,241
"SL18-NL-2-FG3xSA18-CB-4-MG1",331,172,242
"SA18-CB-5-FG4xSL18-CC-1-MG3",332,173,216
"SL18-CC-3-FG1xSL18-JS-6-MG3",333,174,243
"SL18-JS-16-FG1xSL18-LD-2-MG2",334,157,244
"SL18-NC-10-FG1xSL18-NC-5-MG1",335,175,245
"SL18-OI-17-FG4xSL18-JS-6-MG2",336,176,246
"SL18-CC-1-FG2xSL18-OI-16-MG3",337,151,247
"SA18-CB-2-FG3xSL18-OI-2-MG2",338,171,248
"SL18-CC-5-FG3xSL18-JS-19-MG2",339,155,249
"SL18-CC-3-FG2xSA18-CB-10-MG3",340,177,240
"SL18-CC-1-FG1xSL18-OI-16-MG3",341,178,247
"SL18-JS-16-FG3xSL18-OD-6-MG2",342,149,250
"SL18-OI-4-FG2xSL18-NC-15-MG1",343,179,251
"SL18-NC-12-FG2xSL18-OI-16-MG1",344,158,219
"SL18-CC-8-FG2xSL18-JS-5-MG3",345,180,231
"SL18-OI-4-FG2xSL18-JS-19-MG2",346,179,249
"SL18-OI-6-FG2xSA18-CB-4-MG2",347,181,252
"SL18-CC-3-FG1xSL18-JS-5-MG2",348,174,238
"SL18-CC-3-FG2xSL18-OD-6-MG1",349,177,253
"SL18-LD-2-FG2xSL18-SF-19-MG1",350,182,254
"SL18-LD-13-FG2xSA18-CB-7-MG1",351,154,239
"SL18-OI-6-FG2xSL18-LD-2-MG2",352,181,244
"SL18-CC-12-FG3xSL18-OI-15-MG3",353,164,255
"SL18-CC-11-FG3xSL18-NC-2-MG3",354,156,256
"SL18-CC-12-FG2xSL18-OI-15-MG2",355,183,234
"SL18-SF-17-FG2xSA18-CB-1-MG13",356,165,257
"SL18-SF-17-FG2xSL18-OI-4-MG3",357,165,258
"SL18-NC-10-FG3xSL18-NL-5-MG2",358,184,259
"SL18-CC-8-FG2xSL18-LD-9-MG1",359,180,260
"SL18-NL-3-FG3xSL18-NC-9-MG2",360,185,261
"SL18-OI-6-FG3xSL18-CC-11-MG5",361,186,262
"SL18-CC-8-FG1xSL18-OI-7-MG1",362,187,263
"SL18-JS-5-FG1xSL18-OI-14-MG1",363,166,223
"SL18-NC-10-FG1xSL18-OI-11-MG4",364,175,264
"SL18-SF-17-FG2xSA18-CB-7-MG2",365,165,265
"SL18-CC-9-FG3xSL18-JS-9-MG3",366,188,266
"SL18-CC-5-FG2xSL18-NC-10-MG2",367,153,267
"SL18-OI-11-FG3xSL18-NC-2-MG1",368,148,268
"SL18-NC-9-FG2xSL18-JS-11-MG3",369,189,269
"SL18-LD-9-FG4xSL18-OI-6-MG2",370,190,270
"SL18-CC-3-FG2xSL18-OI-11-MG3",371,177,271
"SL18-OI-9-FG4xSA18-CB-1-MG12",372,191,237
"SL18-CC-3-FG2xSA18-CB-4-MG2",373,177,252
"SL18-NC-5-FG2xSL18-JS-11-MG3",374,192,269
"SL18-CC-8-FG1xSL18-OI-18-MG3",375,187,272
"SL18-CC-6-FG3xSL18-JS-9-MG2",376,193,273
"SL18-NL-7-FG4xSA18-CB-1-MG12",377,194,237
"SL18-CC-1-FG1xSL18-NC-15-MG3",378,178,274
"SL18-CC-1-FG1xSL18-CC-4-MG11",379,178,226
"SL18-CC-5-FG2xSL18-NC-9-MG2",380,153,261
"SA18-CB-9-FG1xSL18-JS-19-MG1",381,161,275
"SL18-NL-3-FG1xSL18-OD-3-MG1",382,195,276
"SL18-CC-5-FG3xSA18-CB-1-MG12",383,155,237
"SL18-CC-8-FG2xSL18-NC-5-MG3",384,180,277
"SL18-CC-6-FG3xSL18-OI-14-MG2",385,193,278
"SL18-NC-12-FG2xSA18-CB-3-MG1",386,158,279
"SL18-CC-3-FG3xSL18-OD-6-MG3",387,196,280
"SL18-CC-6-FG2xSL18-OI-14-MG1",388,197,223
"SL18-JS-19-FG3xSA18-CB-3-MG2",389,198,281
"SL18-NC-12-FG2xSL18-NL-5-MG2",390,158,259
"SL18-JS-5-FG1xSA18-CB-1-MG12",391,166,237
"SL18-JS-16-FG3xSA18-CB-4-MG3",392,149,228
"SL18-OI-4-FG2xSA18-CB-7-MG2",393,179,265
"SL18-NC-1-FG1xSL18-NC-12-MG3",394,199,282
"SL18-NC-15-FG3xSL18-CC-1-MG2",395,200,283
"SL18-SF-17-FG2xSL18-NC-12-MG1",396,165,284
"SL18-CC-5-FG2xSL18-NC-10-MG2",397,153,267
"SL18-NL-3-FG1xSA18-CB-7-MG2",398,195,265
"SL18-LL-9-FG2xSA18-CB-5-MG3",399,201,285
"SL18-SF-17-FG2xSA18-CB-7-MG3",400,165,218
"SA18-CB-4-FG6xSL18-JS-6-MG3",401,202,243
"SL18-CC-3-FG1xSL18-JS-11-MG2",402,174,286
"SA18-CB-5-FG6xSL18-CC-6-MG2",403,203,287
"SL18-JS-19-FG3xSL18-OI-17-MG1",404,198,288
"SL18-OI-17-FG4xSL18-CC-7-MG1",405,176,289
"SL18-OI-17-FG1xSL18-OI-4-MG1",406,204,290
"SL18-CC-6-FG2xSL18-OI-11-MG4",407,197,264
"SL18-JS-9-FG3xSA18-CB-10-MG1",408,205,221
"SL18-OI-6-FG3xSL18-JS-6-MG1",409,186,291
"SL18-SF-13-FG2xSL18-JS-11-MG3",410,206,269
"SL18-JS-19-FG3xSL18-LD-13-MG3",411,198,292
"SA18-CB-2-FG3xSL18-CC-2-MG5",412,171,293
"SA18-CB-9-FG1xSL18-OI-7-MG3",413,161,294
"SL18-CC-3-FG1xSL18-OI-16-MG2",414,174,295
"SL18-CC-8-FG1xSL18-NC-8-MG2",415,187,296
"SL18-SF-13-FG2xSA18-CB-2-MG3",416,206,233
"SL18-SF-13-FG2xSL18-JS-9-MG2",417,206,273
"SL18-JS-19-FG2xSA18-CB-10-MG3",418,207,240
"SL18-CC-6-FG1xSL18-JS-5-MG2",419,208,238
"SL18-CC-12-FG2xSL18-LL-9-MG4",420,183,297
"SL18-NL-3-FG1xSL18-OI-7-MG3",421,195,294
"SL18-NL-5-FG1xSL18-OI-14-MG1",422,209,223
"SL18-NC-8-FG1xSL18-NL-7-MG2",423,210,298
"SL18-JS-5-FG2xSL18-OI-5-MG3",424,211,299
"SL18-CC-10-FG4xSL18-NC-2-MG2",425,212,300
"SL18-NC-5-FG3xSL18-OI-2-MG2",426,213,248
"SL18-OI-16-FG2xSL18-OI-18-MG1",427,214,301
"SL18-CC-1-FG2xSL18-NC-11-MG2",428,151,302
"SL18-CC-12-FG3xSL18-NC-11-MG2",429,164,302
"SA18-CB-7-FG1xSL18-LD-1-MG1",430,215,303
"SL18-NC-10-FG3xSA18-CB-3-MG2",431,184,281
